Gene,Non-unique Gene name,Annotation,Number_pos_present_in,Number_neg_present_in,Number_pos_not_present_in,Number_neg_not_present_in,Sensitivity,Specificity,Odds_ratio,Naive_p,Bonferroni_p,Benjamini_H_p,Max_Pairwise_comparisons,Max_supporting_pairs,Max_opposing_pairs,Best_pairwise_comp_p,Worst_pairwise_comp_p
group_3417,,hypothetical protein,100,0,309,128,24.44987775,100,inf,8.37E-14,4.91E-10,7.42E-13,1,1,0,1,1
group_560,,hypothetical protein,99,0,310,128,24.20537897,100,inf,8.97E-14,5.26E-10,7.92E-13,1,1,0,1,1
group_1536,,hypothetical protein,99,0,310,128,24.20537897,100,inf,8.97E-14,5.26E-10,7.92E-13,1,1,0,1,1
group_864,,Putative uncharacterized protein,116,2,293,126,28.36185819,98.4375,24.94197952,1.46E-13,8.54E-10,1.28E-12,1,1,1,1,1
group_2062,,hypothetical protein,98,0,311,128,23.9608802,100,inf,1.60E-13,9.38E-10,1.40E-12,1,1,0,1,1
group_2065,,hypothetical protein,98,0,311,128,23.9608802,100,inf,1.60E-13,9.38E-10,1.40E-12,1,1,0,1,1
group_2562,,"phage virion morphogenesis protein, putative",98,0,311,128,23.9608802,100,inf,1.60E-13,9.38E-10,1.40E-12,1,1,0,1,1
group_3228,,Phage major capsid protein /Fam0046,98,0,311,128,23.9608802,100,inf,1.60E-13,9.38E-10,1.40E-12,1,1,0,1,1
group_1417,,"tail fiber protein H, putative",98,0,311,128,23.9608802,100,inf,1.60E-13,9.38E-10,1.40E-12,1,1,0,1,1
group_2064,,Phage protein,97,0,312,128,23.71638142,100,inf,1.75E-13,1.03E-09,1.52E-12,1,1,0,1,1
group_2994,,Mu-like prophage FluMu protein gp29,97,0,312,128,23.71638142,100,inf,1.75E-13,1.03E-09,1.52E-12,1,1,0,1,1
group_3227,,helix-turn-helix domain of resolvase protein,97,0,312,128,23.71638142,100,inf,1.75E-13,1.03E-09,1.52E-12,1,1,0,1,1
group_3230,,hypothetical protein,97,0,312,128,23.71638142,100,inf,1.75E-13,1.03E-09,1.52E-12,1,1,0,1,1
group_3454,,hypothetical protein,97,0,312,128,23.71638142,100,inf,1.75E-13,1.03E-09,1.52E-12,1,1,0,1,1
group_2568,,hypothetical protein,97,0,312,128,23.71638142,100,inf,1.75E-13,1.03E-09,1.52E-12,1,1,0,1,1
group_1937,flgE,flagellar hook protein FlgE,3,24,406,104,0.733496333,81.25,0.032019704,2.91E-13,1.71E-09,2.52E-12,1,1,1,1,1
group_2563,,hypothetical protein,96,0,313,128,23.47188264,100,inf,3.05E-13,1.79E-09,2.63E-12,1,1,0,1,1
group_3538,,hypothetical protein,96,0,313,128,23.47188264,100,inf,3.05E-13,1.79E-09,2.63E-12,1,1,0,1,1
group_489,,hypothetical protein,96,0,313,128,23.47188264,100,inf,3.05E-13,1.79E-09,2.63E-12,1,1,0,1,1
group_865,,Putative uncharacterized protein,278,40,131,88,67.97066015,68.75,4.66870229,3.41E-13,2.00E-09,2.94E-12,1,1,1,1,1
group_3110,,"capsular polysaccharide biosynthesis protein, putative",0,19,409,109,0,85.15625,0,4.98E-13,2.92E-09,4.27E-12,1,0,1,1,1
group_3942,,putative sugar transferase,0,19,409,109,0,85.15625,0,4.98E-13,2.92E-09,4.27E-12,1,0,1,1,1
group_1107,,Putative periplasmic ATP/GTP-binding protein,315,128,94,0,77.01711491,0,0,5.81E-13,3.41E-09,4.96E-12,1,0,1,1,1
group_2676,,putative integral membrane protein,94,0,315,128,22.98288509,100,inf,5.81E-13,3.41E-09,4.96E-12,1,1,0,1,1
group_83,,hypothetical protein,94,0,315,128,22.98288509,100,inf,5.81E-13,3.41E-09,4.96E-12,1,1,0,1,1
group_84,,galactosyltransferase,94,0,315,128,22.98288509,100,inf,5.81E-13,3.41E-09,4.96E-12,1,1,0,1,1
group_2564,,hypothetical protein,95,0,314,128,23.22738386,100,inf,6.18E-13,3.62E-09,5.24E-12,1,1,0,1,1
group_1423,,hypothetical protein,95,0,314,128,23.22738386,100,inf,6.18E-13,3.62E-09,5.24E-12,1,1,0,1,1
group_368,,putative endonuclease,95,0,314,128,23.22738386,100,inf,6.18E-13,3.62E-09,5.24E-12,1,1,0,1,1
group_2478,,hypothetical protein,95,0,314,128,23.22738386,100,inf,6.18E-13,3.62E-09,5.24E-12,1,1,0,1,1
group_2473,,"lipoprotein, putative",92,0,317,128,22.49388753,100,inf,1.11E-12,6.48E-09,9.36E-12,1,1,0,1,1
group_1984,,hypothetical protein,90,0,319,128,22.00488998,100,inf,2.10E-12,1.23E-08,1.78E-11,1,1,0,1,1
group_706,wlaN,"beta-1,3 galactosyltransferase",89,0,320,128,21.7603912,100,inf,3.91E-12,2.29E-08,3.19E-11,1,1,0,1,1
traG,,VirD4,89,0,320,128,21.7603912,100,inf,3.91E-12,2.29E-08,3.19E-11,1,1,0,1,1
group_2978,,hypothetical protein,89,0,320,128,21.7603912,100,inf,3.91E-12,2.29E-08,3.19E-11,1,1,0,1,1
virB1,,Type IV secretion system protein virB1,89,0,320,128,21.7603912,100,inf,3.91E-12,2.29E-08,3.19E-11,1,1,0,1,1
group_2981,,hypothetical protein,89,0,320,128,21.7603912,100,inf,3.91E-12,2.29E-08,3.19E-11,1,1,0,1,1
group_3497,,hypothetical protein,89,0,320,128,21.7603912,100,inf,3.91E-12,2.29E-08,3.19E-11,1,1,0,1,1
ssb_2,,Single-stranded DNA-binding protein,89,0,320,128,21.7603912,100,inf,3.91E-12,2.29E-08,3.19E-11,1,1,0,1,1
group_3499,,hypothetical protein,89,0,320,128,21.7603912,100,inf,3.91E-12,2.29E-08,3.19E-11,1,1,0,1,1
group_2982,,hypothetical protein,89,0,320,128,21.7603912,100,inf,3.91E-12,2.29E-08,3.19E-11,1,1,0,1,1
group_2983,,hypothetical protein,89,0,320,128,21.7603912,100,inf,3.91E-12,2.29E-08,3.19E-11,1,1,0,1,1
vbhT,,Protein adenylyltransferase VbhT,89,0,320,128,21.7603912,100,inf,3.91E-12,2.29E-08,3.19E-11,1,1,0,1,1
group_3495,,hypothetical protein,89,0,320,128,21.7603912,100,inf,3.91E-12,2.29E-08,3.19E-11,1,1,0,1,1
traL,,Protein TraL,89,0,320,128,21.7603912,100,inf,3.91E-12,2.29E-08,3.19E-11,1,1,0,1,1
group_3501,,hypothetical protein,89,0,320,128,21.7603912,100,inf,3.91E-12,2.29E-08,3.19E-11,1,1,0,1,1
group_3502,,hypothetical protein,89,0,320,128,21.7603912,100,inf,3.91E-12,2.29E-08,3.19E-11,1,1,0,1,1
group_3503,,hypothetical protein,89,0,320,128,21.7603912,100,inf,3.91E-12,2.29E-08,3.19E-11,1,1,0,1,1
group_3504,,hypothetical protein,89,0,320,128,21.7603912,100,inf,3.91E-12,2.29E-08,3.19E-11,1,1,0,1,1
group_3506,,hypothetical protein,89,0,320,128,21.7603912,100,inf,3.91E-12,2.29E-08,3.19E-11,1,1,0,1,1
group_3507,,cpp45,89,0,320,128,21.7603912,100,inf,3.91E-12,2.29E-08,3.19E-11,1,1,0,1,1
group_3508,,cmgB3/4,89,0,320,128,21.7603912,100,inf,3.91E-12,2.29E-08,3.19E-11,1,1,0,1,1
group_3509,,hypothetical protein,89,0,320,128,21.7603912,100,inf,3.91E-12,2.29E-08,3.19E-11,1,1,0,1,1
group_3510,,type IV secretion system protein VirB11,89,0,320,128,21.7603912,100,inf,3.91E-12,2.29E-08,3.19E-11,1,1,0,1,1
group_3516,,hypothetical protein,89,0,320,128,21.7603912,100,inf,3.91E-12,2.29E-08,3.19E-11,1,1,0,1,1
group_3517,,putative plasmid partioning ParA protein,89,0,320,128,21.7603912,100,inf,3.91E-12,2.29E-08,3.19E-11,1,1,0,1,1
group_3518,,hypothetical protein,89,0,320,128,21.7603912,100,inf,3.91E-12,2.29E-08,3.19E-11,1,1,0,1,1
group_1372,,hypothetical protein,88,0,321,128,21.51589242,100,inf,3.98E-12,2.33E-08,3.22E-11,1,1,0,1,1
group_2342,,"bacteriophage DNA transposition protein B, putative",88,0,321,128,21.51589242,100,inf,3.98E-12,2.33E-08,3.22E-11,1,1,0,1,1
group_2878,,"phage virion morphogenesis protein, putative",88,0,321,128,21.51589242,100,inf,3.98E-12,2.33E-08,3.22E-11,1,1,0,1,1
group_3313,,"phage major tail tube protein, putative",88,0,321,128,21.51589242,100,inf,3.98E-12,2.33E-08,3.22E-11,1,1,0,1,1
group_1421,,"host-nuclease inhibitor protein Gam, putative",88,0,321,128,21.51589242,100,inf,3.98E-12,2.33E-08,3.22E-11,1,1,0,1,1
group_3248,,hypothetical protein,88,0,321,128,21.51589242,100,inf,3.98E-12,2.33E-08,3.22E-11,1,1,0,1,1
group_3249,,hypothetical protein,88,0,321,128,21.51589242,100,inf,3.98E-12,2.33E-08,3.22E-11,1,1,0,1,1
group_1173,,major tail sheath protein,87,0,322,128,21.27139364,100,inf,7.21E-12,4.23E-08,5.78E-11,1,1,0,1,1
group_989,dcuD,"cryptic C4-dicarboxylate transporter DcuD, authentic frameshift",87,0,322,128,21.27139364,100,inf,7.21E-12,4.23E-08,5.78E-11,1,1,0,1,1
group_1778,,hypothetical protein,87,0,322,128,21.27139364,100,inf,7.21E-12,4.23E-08,5.78E-11,1,1,0,1,1
group_1546,,putative nucleotidyl transferase,87,0,322,128,21.27139364,100,inf,7.21E-12,4.23E-08,5.78E-11,1,1,0,1,1
group_945,,hypothetical protein,87,0,322,128,21.27139364,100,inf,7.21E-12,4.23E-08,5.78E-11,1,1,0,1,1
group_2415,,hypothetical protein,87,0,322,128,21.27139364,100,inf,7.21E-12,4.23E-08,5.78E-11,1,1,0,1,1
group_346,,hypothetical protein,84,0,325,128,20.53789731,100,inf,1.43E-11,8.36E-08,1.14E-10,1,1,0,1,1
group_366,,"McrBC restriction endonuclease system, McrB subunit, putative",83,0,326,128,20.29339853,100,inf,2.46E-11,1.44E-07,1.96E-10,1,1,0,1,1
group_119,,Putative periplasmic protein,169,14,240,114,41.3202934,89.0625,5.733928571,2.70E-11,1.58E-07,2.15E-10,1,1,1,1,1
group_1719,,Putative uncharacterized protein,356,75,53,53,87.04156479,41.40625,4.746666667,3.33E-11,1.95E-07,2.66E-10,1,1,1,1,1
group_205,cjeI,restriction modification enzyme,132,84,277,44,32.27383863,34.375,0.249613203,3.50E-11,2.05E-07,2.79E-10,1,1,1,1,1
group_3218,,"ABC transporter, permease protein",355,75,54,53,86.79706601,41.40625,4.645679012,4.89E-11,2.87E-07,3.89E-10,1,1,1,1,1
group_2012,,Putative uncharacterized protein,0,16,409,112,0,87.5,0,5.12E-11,3.00E-07,4.05E-10,1,0,1,1,1
group_3031,,Putative uncharacterized protein,0,16,409,112,0,87.5,0,5.12E-11,3.00E-07,4.05E-10,1,0,1,1,1
tsh,,hypothetical protein,0,16,409,112,0,87.5,0,5.12E-11,3.00E-07,4.05E-10,1,0,1,1,1
group_2425,,Putative uncharacterized protein,0,16,409,112,0,87.5,0,5.12E-11,3.00E-07,4.05E-10,1,0,1,1,1
group_1310,,putative sugar nucleotidyltransferase,79,0,330,128,19.31540342,100,inf,8.36E-11,4.90E-07,6.61E-10,1,1,0,1,1
group_199,,Chemotaxis sensory transducer,20,34,389,94,4.88997555,73.4375,0.142144261,8.49E-11,4.98E-07,6.70E-10,1,1,1,1,1
group_569,,hypothetical protein,370,83,39,45,90.46454768,35.15625,5.143651529,9.42E-11,5.52E-07,7.43E-10,1,1,1,1,1
maf4,,motility accessory factor,159,13,250,115,38.87530562,89.84375,5.626153846,1.29E-10,7.54E-07,1.01E-09,1,1,1,1,1
group_2939,,hypothetical protein,78,0,331,128,19.07090465,100,inf,1.55E-10,9.08E-07,1.21E-09,1,1,0,1,1
group_2940,,hypothetical protein,78,0,331,128,19.07090465,100,inf,1.55E-10,9.08E-07,1.21E-09,1,1,0,1,1
group_324,,hypothetical protein,78,0,331,128,19.07090465,100,inf,1.55E-10,9.08E-07,1.21E-09,1,1,0,1,1
group_4192,,hypothetical protein,0,15,409,113,0,88.28125,0,2.36E-10,1.39E-06,1.85E-09,1,0,1,1,1
group_4193,,hypothetical protein,0,15,409,113,0,88.28125,0,2.36E-10,1.39E-06,1.85E-09,1,0,1,1,1
group_638,,"HAD-superfamily phosphatase, subfamily IIIC",37,43,372,85,9.046454768,66.40625,0.196611653,2.73E-10,1.60E-06,2.13E-09,1,1,1,1,1
group_3876,,Putative uncharacterized protein,76,0,333,128,18.58190709,100,inf,2.78E-10,1.63E-06,2.17E-09,1,1,0,1,1
group_3229,,hypothetical protein,75,0,334,128,18.33740831,100,inf,2.85E-10,1.67E-06,2.21E-09,1,1,0,1,1
group_694,,"Adhesive protein CupB5, putative",75,0,334,128,18.33740831,100,inf,2.85E-10,1.67E-06,2.21E-09,1,1,0,1,1
pseD,,PseD protein,75,0,334,128,18.33740831,100,inf,2.85E-10,1.67E-06,2.21E-09,1,1,0,1,1
group_159,,hypothetical protein (617 family),75,0,334,128,18.33740831,100,inf,2.85E-10,1.67E-06,2.21E-09,1,1,0,1,1
group_3481,,hypothetical protein,75,0,334,128,18.33740831,100,inf,2.85E-10,1.67E-06,2.21E-09,1,1,0,1,1
group_2941,,hypothetical protein,100,3,309,125,24.44987775,97.65625,13.48435814,3.74E-10,2.19E-06,2.89E-09,1,1,1,1,1
group_3312,,hypothetical protein,74,0,335,128,18.09290954,100,inf,4.99E-10,2.92E-06,3.84E-09,1,1,0,1,1
cdtC_2,,Cytolethal distending toxin subunit C,74,0,335,128,18.09290954,100,inf,4.99E-10,2.92E-06,3.84E-09,1,1,0,1,1
group_356,,hypothetical protein,74,0,335,128,18.09290954,100,inf,4.99E-10,2.92E-06,3.84E-09,1,1,0,1,1
group_2379,,hypothetical protein,73,0,336,128,17.84841076,100,inf,5.27E-10,3.09E-06,4.05E-09,1,1,0,1,1
group_1112,,Oxygen-insensitive NAD(P)H nitroreductase / Dihydropteridine reductase,34,41,375,87,8.312958435,67.96875,0.192390244,5.71E-10,3.35E-06,4.39E-09,1,1,1,1,1
group_2463,,pathogenicity domain protein,1,16,408,112,0.244498778,87.5,0.017156863,6.94E-10,4.07E-06,5.33E-09,1,1,1,1,1
group_1321,cdtA,Cytolethal distending toxin subunit A,72,0,337,128,17.60391198,100,inf,8.97E-10,5.26E-06,6.87E-09,1,1,0,1,1
group_269,,putative sugar nucleotidyltransferase,72,0,337,128,17.60391198,100,inf,8.97E-10,5.26E-06,6.87E-09,1,1,0,1,1
group_107,,hypothetical protein,127,8,282,120,31.05134474,93.75,6.755319149,1.05E-09,6.16E-06,8.03E-09,1,1,1,1,1
maf-3,,Motility accessory factor,190,22,219,106,46.45476773,82.8125,4.180157742,1.09E-09,6.42E-06,8.36E-09,1,1,1,1,1
group_1251,,hypothetical protein,67,56,342,72,16.38141809,56.25,0.251879699,1.22E-09,7.16E-06,9.31E-09,1,1,1,1,1
cas1,,Putative uncharacterized protein,328,127,81,1,80.19559902,0.78125,0.031884903,1.43E-09,8.37E-06,1.09E-08,1,1,1,1,1
group_1131,cas1,Putative uncharacterized protein,81,1,328,127,19.80440098,99.21875,31.36280488,1.43E-09,8.37E-06,1.09E-08,1,1,1,1,1
group_3914,,hypothetical protein,59,52,350,76,14.42542787,59.375,0.246373626,1.47E-09,8.61E-06,1.11E-08,1,1,1,1,1
group_1083,,hypothetical protein,70,0,339,128,17.11491443,100,inf,1.62E-09,9.47E-06,1.23E-08,1,1,0,1,1
group_1791,,hypothetical protein,71,0,338,128,17.3594132,100,inf,1.73E-09,1.01E-05,1.31E-08,1,1,0,1,1
group_2972,,"tail tape measure protein, TP901 family",71,0,338,128,17.3594132,100,inf,1.73E-09,1.01E-05,1.31E-08,1,1,0,1,1
group_2099,,hypothetical protein,66,55,343,73,16.13691932,57.03125,0.255393586,2.15E-09,1.26E-05,1.63E-08,1,1,1,1,1
group_254,,Putative uncharacterized protein,72,57,337,71,17.60391198,55.46875,0.266125254,2.84E-09,1.66E-05,2.14E-08,1,1,1,1,1
group_3101,,hypothetical protein,68,0,341,128,16.62591687,100,inf,2.91E-09,1.71E-05,2.18E-08,1,1,0,1,1
group_2109,,"putative site-specific recombinase, phage integrase family",68,0,341,128,16.62591687,100,inf,2.91E-09,1.71E-05,2.18E-08,1,1,0,1,1
group_775,,lipopolysaccharide core biosynthesis protein LpsA,68,0,341,128,16.62591687,100,inf,2.91E-09,1.71E-05,2.18E-08,1,1,0,1,1
group_1146,,hypothetical protein,68,0,341,128,16.62591687,100,inf,2.91E-09,1.71E-05,2.18E-08,1,1,0,1,1
hddC_2,,capsular polysaccharide heptosyltransferase,68,0,341,128,16.62591687,100,inf,2.91E-09,1.71E-05,2.18E-08,1,1,0,1,1
group_3972,,hypothetical protein,69,0,340,128,16.87041565,100,inf,3.02E-09,1.77E-05,2.21E-08,1,1,0,1,1
group_4172,,hypothetical protein,69,0,340,128,16.87041565,100,inf,3.02E-09,1.77E-05,2.21E-08,1,1,0,1,1
group_1093,,pentapeptide repeat family protein,69,0,340,128,16.87041565,100,inf,3.02E-09,1.77E-05,2.21E-08,1,1,0,1,1
group_3251,,hypothetical protein,69,0,340,128,16.87041565,100,inf,3.02E-09,1.77E-05,2.21E-08,1,1,0,1,1
group_3100,,hypothetical protein,69,0,340,128,16.87041565,100,inf,3.02E-09,1.77E-05,2.21E-08,1,1,0,1,1
amt,,Ammonia channel,69,0,340,128,16.87041565,100,inf,3.02E-09,1.77E-05,2.21E-08,1,1,0,1,1
nrgA,,Ammonium transporter,69,0,340,128,16.87041565,100,inf,3.02E-09,1.77E-05,2.21E-08,1,1,0,1,1
menE,,2-succinylbenzoate--CoA ligase,69,0,340,128,16.87041565,100,inf,3.02E-09,1.77E-05,2.21E-08,1,1,0,1,1
group_4161,,3-oxoacyl-(acyl-carrier-protein) reductase,69,0,340,128,16.87041565,100,inf,3.02E-09,1.77E-05,2.21E-08,1,1,0,1,1
group_4162,,hypothetical protein,69,0,340,128,16.87041565,100,inf,3.02E-09,1.77E-05,2.21E-08,1,1,0,1,1
ynfM,,Inner membrane transport protein YnfM,69,0,340,128,16.87041565,100,inf,3.02E-09,1.77E-05,2.21E-08,1,1,0,1,1
group_4173,,Putative uncharacterized protein,69,0,340,128,16.87041565,100,inf,3.02E-09,1.77E-05,2.21E-08,1,1,0,1,1
group_4175,,hypothetical protein,69,0,340,128,16.87041565,100,inf,3.02E-09,1.77E-05,2.21E-08,1,1,0,1,1
group_4176,,hypothetical protein,69,0,340,128,16.87041565,100,inf,3.02E-09,1.77E-05,2.21E-08,1,1,0,1,1
group_4177,,hypothetical protein,69,0,340,128,16.87041565,100,inf,3.02E-09,1.77E-05,2.21E-08,1,1,0,1,1
group_4178,,hypothetical protein,69,0,340,128,16.87041565,100,inf,3.02E-09,1.77E-05,2.21E-08,1,1,0,1,1
group_4179,,hypothetical protein,69,0,340,128,16.87041565,100,inf,3.02E-09,1.77E-05,2.21E-08,1,1,0,1,1
group_4183,,"capsular biosynthesis nucleotidyltransferase, putative",69,0,340,128,16.87041565,100,inf,3.02E-09,1.77E-05,2.21E-08,1,1,0,1,1
group_935,,ABC transporter ATP-binding protein,69,0,340,128,16.87041565,100,inf,3.02E-09,1.77E-05,2.21E-08,1,1,0,1,1
hsdS_2,,Putative type I specificity subunit HsdS,0,13,409,115,0,89.84375,0,4.94E-09,2.90E-05,3.61E-08,1,0,1,1,1
group_786,,hypothetical protein,66,0,343,128,16.13691932,100,inf,5.26E-09,3.08E-05,3.80E-08,1,1,0,1,1
group_2605,,hypothetical protein,66,0,343,128,16.13691932,100,inf,5.26E-09,3.08E-05,3.80E-08,1,1,0,1,1
group_3082,,DNA/RNA non-specific endonuclease,66,0,343,128,16.13691932,100,inf,5.26E-09,3.08E-05,3.80E-08,1,1,0,1,1
group_2039,,"alpha-2,3-sialyltransferase",66,0,343,128,16.13691932,100,inf,5.26E-09,3.08E-05,3.80E-08,1,1,0,1,1
group_2510,,hypothetical protein,66,0,343,128,16.13691932,100,inf,5.26E-09,3.08E-05,3.80E-08,1,1,0,1,1
group_882,,hypothetical protein,66,0,343,128,16.13691932,100,inf,5.26E-09,3.08E-05,3.80E-08,1,1,0,1,1
group_527,,"membrane protein, putative",67,0,342,128,16.38141809,100,inf,5.27E-09,3.09E-05,3.80E-08,1,1,0,1,1
group_2481,,hypothetical protein,67,0,342,128,16.38141809,100,inf,5.27E-09,3.09E-05,3.80E-08,1,1,0,1,1
group_3086,,hypothetical protein,67,0,342,128,16.38141809,100,inf,5.27E-09,3.09E-05,3.80E-08,1,1,0,1,1
group_3848,,hypothetical protein,67,0,342,128,16.38141809,100,inf,5.27E-09,3.09E-05,3.80E-08,1,1,0,1,1
group_3849,,hypothetical protein,67,0,342,128,16.38141809,100,inf,5.27E-09,3.09E-05,3.80E-08,1,1,0,1,1
group_3850,,hypothetical protein,67,0,342,128,16.38141809,100,inf,5.27E-09,3.09E-05,3.80E-08,1,1,0,1,1
group_2308,,Putative uncharacterized protein,344,128,65,0,84.10757946,0,0,9.24E-09,5.42E-05,6.60E-08,1,0,1,1,1
group_3028,,putative periplasmic protein,65,0,344,128,15.89242054,100,inf,9.24E-09,5.42E-05,6.60E-08,1,1,0,1,1
group_132,,Putative periplasmic protein,65,0,344,128,15.89242054,100,inf,9.24E-09,5.42E-05,6.60E-08,1,1,0,1,1
group_3930,,putative membrane protein,65,0,344,128,15.89242054,100,inf,9.24E-09,5.42E-05,6.60E-08,1,1,0,1,1
group_2045,,hypothetical protein,65,0,344,128,15.89242054,100,inf,9.24E-09,5.42E-05,6.60E-08,1,1,0,1,1
group_2561,,Phage (Mu-like) virion morphogenesis protein,65,0,344,128,15.89242054,100,inf,9.24E-09,5.42E-05,6.60E-08,1,1,0,1,1
group_3231,,hypothetical protein,65,0,344,128,15.89242054,100,inf,9.24E-09,5.42E-05,6.60E-08,1,1,0,1,1
group_2087,,membrane protein,345,128,64,0,84.35207824,0,0,9.52E-09,5.58E-05,6.78E-08,1,0,1,1,1
group_993,,major facilitator superfamily protein,64,0,345,128,15.64792176,100,inf,9.52E-09,5.58E-05,6.78E-08,1,1,0,1,1
group_2005,,Putative uncharacterized protein,123,75,286,53,30.07334963,41.40625,0.303916084,9.98E-09,5.85E-05,7.10E-08,1,1,1,1,1
group_297,,hypothetical protein,1,14,408,114,0.244498778,89.0625,0.019957983,1.30E-08,7.60E-05,9.21E-08,1,1,1,1,1
group_568,,hypothetical protein,48,45,361,83,11.73594132,64.84375,0.245244691,1.31E-08,7.66E-05,9.28E-08,1,1,1,1,1
group_1172,,major tail sheath protein,63,0,346,128,15.40342298,100,inf,1.62E-08,9.52E-05,1.14E-07,1,1,0,1,1
group_2556,,"tail protein X, putative",63,0,346,128,15.40342298,100,inf,1.62E-08,9.52E-05,1.14E-07,1,1,0,1,1
group_3221,,"tail protein D, putative",63,0,346,128,15.40342298,100,inf,1.62E-08,9.52E-05,1.14E-07,1,1,0,1,1
group_3222,,"phage tail protein, putative",63,0,346,128,15.40342298,100,inf,1.62E-08,9.52E-05,1.14E-07,1,1,0,1,1
group_3224,,hypothetical protein,63,0,346,128,15.40342298,100,inf,1.62E-08,9.52E-05,1.14E-07,1,1,0,1,1
group_661,purB_2,hypothetical protein,63,0,346,128,15.40342298,100,inf,1.62E-08,9.52E-05,1.14E-07,1,1,0,1,1
group_3232,,putative bacteriophage DNA transposition protein B,63,0,346,128,15.40342298,100,inf,1.62E-08,9.52E-05,1.14E-07,1,1,0,1,1
group_1545,,putative nucleotidyl transferase,63,0,346,128,15.40342298,100,inf,1.62E-08,9.52E-05,1.14E-07,1,1,0,1,1
group_3226,,hypothetical protein,63,0,346,128,15.40342298,100,inf,1.62E-08,9.52E-05,1.14E-07,1,1,0,1,1
group_2027,,ATP/GTP phosphatase,63,0,346,128,15.40342298,100,inf,1.62E-08,9.52E-05,1.14E-07,1,1,0,1,1
group_355,,hypothetical protein,63,0,346,128,15.40342298,100,inf,1.62E-08,9.52E-05,1.14E-07,1,1,0,1,1
group_2557,,phage-related tail protein,62,0,347,128,15.15892421,100,inf,1.72E-08,0.000101026,1.19E-07,1,1,0,1,1
group_3225,,"phage major tail tube protein, putative",62,0,347,128,15.15892421,100,inf,1.72E-08,0.000101026,1.19E-07,1,1,0,1,1
group_2403,,hypothetical protein,62,0,347,128,15.15892421,100,inf,1.72E-08,0.000101026,1.19E-07,1,1,0,1,1
rfbF,,Glucose-1-phosphate cytidylyltransferase,62,0,347,128,15.15892421,100,inf,1.72E-08,0.000101026,1.19E-07,1,1,0,1,1
moaA_1,,"GTP 3',8-cyclase",62,0,347,128,15.15892421,100,inf,1.72E-08,0.000101026,1.19E-07,1,1,0,1,1
group_2068,,"bacteriophage DNA transposition protein A, putative",62,0,347,128,15.15892421,100,inf,1.72E-08,0.000101026,1.19E-07,1,1,0,1,1
cysD,,Sulfate adenylyltransferase subunit 2,62,0,347,128,15.15892421,100,inf,1.72E-08,0.000101026,1.19E-07,1,1,0,1,1
group_3234,,putative HTH-type transcriptional regulator,62,0,347,128,15.15892421,100,inf,1.72E-08,0.000101026,1.19E-07,1,1,0,1,1
group_3247,,hypothetical protein,62,0,347,128,15.15892421,100,inf,1.72E-08,0.000101026,1.19E-07,1,1,0,1,1
cysQ_2,,CysQ,62,0,347,128,15.15892421,100,inf,1.72E-08,0.000101026,1.19E-07,1,1,0,1,1
group_943,,hypothetical protein,62,0,347,128,15.15892421,100,inf,1.72E-08,0.000101026,1.19E-07,1,1,0,1,1
group_1402,,putative sugar transferase,62,0,347,128,15.15892421,100,inf,1.72E-08,0.000101026,1.19E-07,1,1,0,1,1
murC,,UDP-N-acetylmuramate--L-alanine ligase,409,116,0,12,100,9.375,inf,2.24E-08,0.000131123,1.50E-07,1,1,0,1,1
dapE,,succinyl-diaminopimelate desuccinylase,409,116,0,12,100,9.375,inf,2.24E-08,0.000131123,1.50E-07,1,1,0,1,1
group_242,dmsA,anaerobic dimethyl sulfoxide reductase chain A,0,12,409,116,0,90.625,0,2.24E-08,0.000131123,1.50E-07,1,0,1,1,1
group_1041,maf7,motility accessory factor,0,12,409,116,0,90.625,0,2.24E-08,0.000131123,1.50E-07,1,0,1,1,1
group_239,,Sugar phosphate permease,0,12,409,116,0,90.625,0,2.24E-08,0.000131123,1.50E-07,1,0,1,1,1
group_3600,,hypothetical protein,0,12,409,116,0,90.625,0,2.24E-08,0.000131123,1.50E-07,1,0,1,1,1
group_3651,,hypothetical protein,0,12,409,116,0,90.625,0,2.24E-08,0.000131123,1.50E-07,1,0,1,1,1
group_3566,,putative type III restriction enzyme R protein,0,12,409,116,0,90.625,0,2.24E-08,0.000131123,1.50E-07,1,0,1,1,1
group_1663,,"type I restriction-modification system, M subunit",0,12,409,116,0,90.625,0,2.24E-08,0.000131123,1.50E-07,1,0,1,1,1
group_3649,,Putative transcriptional regulator,0,12,409,116,0,90.625,0,2.24E-08,0.000131123,1.50E-07,1,0,1,1,1
group_3551,ptmF,Legionaminic acid biosynthesis protein PtmF,0,12,409,116,0,90.625,0,2.24E-08,0.000131123,1.50E-07,1,0,1,1,1
group_650,,Putative uncharacterized protein,0,12,409,116,0,90.625,0,2.24E-08,0.000131123,1.50E-07,1,0,1,1,1
